230,8,11,0,2,5,1,0,1,0,3,5
8,156,3,4,3,6,1,1,2,3,3,2
5,9,186,11,0,3,1,3,0,4,2,2
2,6,4,169,3,0,0,1,0,1,0,1
3,1,2,4,188,6,0,4,2,1,0,2
7,1,3,5,7,179,6,4,1,0,0,2
0,2,0,0,6,4,190,1,0,3,0,1
9,1,4,0,4,7,4,221,3,4,0,1
0,5,1,3,3,1,4,8,144,2,2,1
4,0,6,0,2,2,0,4,3,194,10,2
5,1,2,3,2,2,2,2,2,9,162,4
12,3,5,3,2,1,1,1,3,9,13,176
